pulled_at,seendate,title,url,domain,sourcecountry,language,query_bucket,mentioned_countries,relevance_note
2026-09-09T13:12:33Z,20260909T063000Z,  The sites are ready : Power giant wants AI data centres built at its coal plants,https://www.smh.com.au/business/companies/the-sites-are-ready-power-giant-wants-ai-data-centres-built-at-its-coal-plants-20260909-p60vsi.html,smh.com.au,Australia,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"AI 데이터센터 특별법 내년 3월 시행 … 정부 , 인허가 · 전력 특례 구체화한다",https://zdnet.co.kr/view/?no=20260909092327,zdnet.co.kr,South Korea,Korean,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,Panel on data centers draws passionate crowd at SVSU,https://www.abc12.com/news/panel-on-data-centers-draws-passionate-crowd-at-svsu/article_68dfa769-6b04-41f4-8424-67d8afb2cd8f.html,abc12.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,Platinum market surplus of 265 koz forecast for 2026 - inventories remain critically depleted following three consecutive years of significant deficit,https://leaderpost.com/press-releases/pr-newswire/platinum-market-surplus-of-265-koz-forecast-for-2026-inventories-remain-critically-depleted-following-three-consecutive-years-of-significant-deficit/,leaderpost.com,Canada,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"충남도 , 당진에 AI 데이터센터 건립 … 1조2405억 투입 산업 생태계 확대",https://www.etnews.com/20260909000033,etnews.com,South Korea,Korean,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,Europe AI Revolution Runs on Public Infrastructure,https://www.socialeurope.eu/europes-ai-revolution-runs-on-public-infrastructure,socialeurope.eu,United Kingdom,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,  The sites are ready : Power giant wants AI data centres built at its coal plants,https://www.theage.com.au/business/companies/the-sites-are-ready-power-giant-wants-ai-data-centres-built-at-its-coal-plants-20260909-p60vsi.html,theage.com.au,Australia,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"Mamdani objavio tajne spise o 11 . rujna . Zrak bio opasan , deseci tisuća dobili rak",https://www.index.hr/vijesti/clanak/mamdani-objavio-tajne-spise-o-11-rujna-zrak-bio-opasan-deseci-tisuca-dobili-rak/2832499.aspx?index_tid=1148483&index_ref=naslovnica_vijesti_ostalo_d_0,index.hr,Croatia,Croatian,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,Secret Tassie AI data centre plans exposed in new document | The Examiner,https://www.examiner.com.au/story/9346904/secret-tassie-ai-data-centre-plans-exposed-in-new-document/,examiner.com.au,Australia,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,이용우 부여군수  지방의 일방적 희생 용납 못 해  ,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003265977&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147,ohmynews.com,South Korea,Korean,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,Allentown planners examine developer changes to Emaus Avenue data center proposal | Allentown Area,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/allentown-area/allentown-planners-examine-developer-s-changes-to-emaus-avenue-data-center-proposal/article_82e86912-d655-48ab-a45f-4fbb511adc49.html,wfmz.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,多家上市公司披露光路交换机业务进展 _ 上市公司 _ 资本市场 _ 财经网 - CAIJING . COM . CN,http://stock.caijing.com.cn/20260909/5182580.shtml,stock.caijing.com.cn,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"퀄컴 , 아마존과 10년간 80조원 AI 데이터센터 칩 공급 협약",https://www.etnews.com/20260909000175,etnews.com,South Korea,Korean,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"दुबई में एमपी को मिले बंपर निवेश के प्रस्ताव , 53000 करोड़ रुपए के पार की है योजना , सीएम मोहन ने कहा - वेलकम टू MP",https://navbharattimes.indiatimes.com/state/madhya-pradesh/bhopal/mp-receives-massive-investment-proposals-in-dubai-plans-exceed-53000-crore-cm-mohan-says-welcome-to-mp/articleshow/133955197.cms,navbharattimes.indiatimes.com,India,Hindi,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,  The sites are ready : Power giant wants AI data centres built at its coal plants,https://www.brisbanetimes.com.au/business/companies/the-sites-are-ready-power-giant-wants-ai-data-centres-built-at-its-coal-plants-20260909-p60vsi.html,brisbanetimes.com.au,Australia,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,"Mamdani objavio tajne spise o 11 . rujna . Zrak bio opasan , deseci tisuća dobili rak",https://www.index.hr/vijesti/clanak/mamdani-objavio-tajne-spise-o-11-rujna-zrak-bio-opasan-deseci-tisuca-dobili-rak/2832499.aspx?index_tid=1148483&index_ref=naslovnica_vijesti_najnovije_d,index.hr,Croatia,Croatian,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T063000Z,OpenAI与三星深化合作 ， 联合研发下一代芯片,https://www.163.com/dy/article/L6D0IVB90550WHYR.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,Platinum market surplus of 265 koz forecast for 2026 - inventories remain critically depleted following three consecutive years of significant deficit,http://www.prnewswire.com/news-releases/platinum-market-surplus-of-265-koz-forecast-for-2026--inventories-remain-critically-depleted-following-three-consecutive-years-of-significant-deficit-302872770.html,prnewswire.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,韓國核電輸美背後戰略盤算 築經貿保護傘兼解AI電荒 | 產經,https://www.cna.com.tw/news/afe/202609090133.aspx,cna.com.tw,Taiwan,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,壁仞科技与上海大学共建  集成电路智能芯片联合实验室  ,https://www.163.com/dy/article/L6CUV8GC0511RIVP.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,广东韶关 ： 扩大算力基础设施规模 推动联通与腾讯尽快签约确定新增50MW算力规模,https://www.163.com/dy/article/L6CVJQ4D053469RG.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,47 . 5万人 ， 在贵州  数  未来 贵州数字热土上的人才集聚,https://baijiahao.baidu.com/s?id=1875823608736287900,baijiahao.baidu.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T061500Z,TikTok获芬兰新数据中心容储备容量 | 财经,https://www.orientaldaily.com.my/news/business/2026/09/09/846512,orientaldaily.com.my,Malaysia,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T054500Z,京东云与摩尔线程共建十万卡国产智算集群,https://www.163.com/dy/article/L6CTEB0C05129QAF.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T054500Z,绿色创新成中国企业开展国际合作新热点 - 环球新闻,http://news.fjsen.com/2026-09/09/content_32249907.htm,news.fjsen.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T054500Z,"Mercury opens Kaiwera Downs Stage 2 , completes South Island biggest wind farm",https://www.nzherald.co.nz/business/companies/energy/mercury-opens-kaiwera-downs-stage-2-completes-south-islands-biggest-wind-farm/F3ISGMMBCZBU7A6RWW6S6KQQNQ/,nzherald.co.nz,New Zealand,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T054500Z,TUTK Helps Indian Security Customers Achieve STQC Cybersecurity Certification,https://aninews.in/news/business/tutk-helps-indian-security-customers-achieve-stqc-cybersecurity-certification20260909105354/,aninews.in,India,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T054500Z,"One Million Jobs , Zero Apocalypse : How AI Is Outpacing Layoffs and Rewriting the Labor Market",https://freerepublic.com/focus/f-news/4394783/posts,freerepublic.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,200亿多光谱蓝海市场 ： 给物理AI造  眼睛 - DoNews专栏,https://www.donews.com/article/detail/6956/107031.html,donews.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,你买手机多花的1000块 ， 是AI时代的  算力税  _ 光明网,https://tech.gmw.cn/2026-09/09/content_38991853.htm,tech.gmw.cn,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,DeepSeek下调Flash系列模型定价 ， 最高降幅60 %， 人工智能主题指数盘初涨超1 % 后回落,https://www.163.com/dy/article/L6CRPJVC0534A4SC.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,通信行业的五年规划 ， 为什么要把目光投向太空 ？ _ 光明网,https://tech.gmw.cn/2026-09/09/content_38991913.htm,tech.gmw.cn,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,FuelCell ( FCEL ) Reported $1 . 3B of Committed Backlog and $2 . 3B of Awarded Capacity Backlog . How Much Can Become Profitable Revenue ? ,https://www.insidermonkey.com/blog/fuelcell-fcel-reported-1-3b-of-committed-backlog-and-2-3b-of-awarded-capacity-backlog-how-much-can-become-profitable-revenue-1826794/,insidermonkey.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,量化交易巨头 ： 存储芯片已稳坐  半导体王座 ， 看好美光和闪迪 ！ |闪存|英伟达|dram,https://www.163.com/dy/article/L6CNHO2T05198CJN.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,Data centers  : les illusions de la récupération de chaleur,https://www.alternatives-economiques.fr/data-centers-les-illusions-de-la-recuperation-de-chaleur_09-09-2026,alternatives-economiques.fr,France,French,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,京东云总裁曹鹏 ： 将与摩尔线程等合作建设十万卡国产算力集群,https://www.163.com/dy/article/L6CSFJH605129QAF.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,"Bitdeer AI Sells Out 9 . 5MW Malaysia Site For Over $800M , Closing the Final Half Just 12 Days Later",https://www.zerohedge.com/sponsored-post/bitdeer-ai-sells-out-95mw-malaysia-site-over-800m-closing-final-half-just-12-days,zerohedge.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,Vertiv ( VRT ) Signed a Deal Worth Up to $2 . 6B for UtilityInnovation . Can Faster Power Deployment Justify the Contingent Consideration ? ,https://www.insidermonkey.com/blog/vertiv-vrt-signed-a-deal-worth-up-to-2-6b-for-utilityinnovation-can-faster-power-deployment-justify-the-contingent-consideration-1826778/,insidermonkey.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T053000Z,20 年前的百亿并购 ， 救了联想 - DoNews专栏,https://www.donews.com/article/detail/7635/107025.html,donews.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T123000Z,What resource nationalism means for Africa miners,https://www.miningmx.com/news/markets/67120-what-resource-nationalism-means-for-africas-miners/,miningmx.com,South Africa,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T121500Z,Northern Graphite Corporation : Northern Graphite Files Appeal of Lac des Iles Mining Lease Suspension,https://www.finanznachrichten.de/nachrichten-2026-09/69533246-northern-graphite-corporation-northern-graphite-files-appeal-of-lac-des-iles-mining-lease-suspension-296.htm,finanznachrichten.de,Germany,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T121500Z,Angola : Le Chef de l  État réaffirme son engagement en faveur du développement du tourisme,https://fr.allafrica.com/stories/202609090330.html,fr.allafrica.com,Nigeria,French,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T121500Z,Afrique : Angola / Botswana - Un forum daffaires se réalise à Luanda,https://fr.allafrica.com/stories/202609090325.html,fr.allafrica.com,Nigeria,French,critical_minerals_peers,Botswana,SACU peer: Botswana.
2026-09-09T13:12:33Z,20260909T053000Z,Why You Are Doing Yourself and Your Generation a Service By Investing In The Dangote IPO – THISDAYLIVE,https://www.thisdaylive.com/2026/09/09/why-you-are-doing-yourself-and-your-generation-a-service-by-investing-in-the-dangote-ipo/,thisdaylive.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T050000Z,The Global South Needs a New Economic Development Model,https://foreignpolicy.com/2026/09/09/economic-development-global-south-over-growth-globalization-jobs-population-demographics-labor-force/?tpcc=recirc_trending062921,foreignpolicy.com,United States,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T044500Z,The Global South Needs a New Economic Development Model,https://foreignpolicy.com/2026/09/09/economic-development-global-south-over-growth-globalization-jobs-population-demographics-labor-force/,foreignpolicy.com,United States,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T043000Z,Small Caps Watch : Small Caps steadies as critical minerals and energy projects advance,https://www.proactiveinvestors.com.au/companies/news/1098249/small-caps-watch-small-caps-steadies-as-critical-minerals-and-energy-projects-advance-1098249.html,proactiveinvestors.com.au,Australia,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T033000Z,Agencia NOVA,https://www.agencianova.com/seccion.asp?s=6&t=Econom%C3%ADa%20y%20Empresas&n=2026_9_9,agencianova.com,Argentina,Spanish,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260909T033000Z,Del uranio de Namibia al litio argentino : el historial de Río Tinto mientras amplía sus negocios con el RIGI de Milei,https://www.agencianova.com/nota.asp?n=2026_9_9&id=172314&id_tiponota=6,agencianova.com,Argentina,Spanish,critical_minerals_peers,Namibia,SACU peer: Namibia.
2026-09-09T13:12:33Z,20260909T020000Z,Why Dangote dey sell shares of im refinery and how e go benefit Nigerians ? – Information Nigeria Pidgin,https://pidgin.informationng.com/?p=35882,pidgin.informationng.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T220000Z,"Kobaltýn izini sürmek : Cevheri kim karýyor , serveti kim topluyor ? ",https://www.yenimesaj.com.tr/kobaltin-izini-surmek-cevheri-kim-cikariyor-serveti-kim-topluyor-H1616256.htm,yenimesaj.com.tr,Turkey,Turkish,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T130000Z,Ivanhoe Mines Increases the Size of Massive Western Foreland Copper Discovery by 30 % ,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/397-tsx/ivn/210444-ivanhoe-mines-increases-the-size-of-massive-western-forelands-copper-discovery-by-30.html,juniorminingnetwork.com,Canada,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T073000Z,Nigeria : Refineryll Become World Largest By 2028 - Dangote,https://allafrica.com/stories/202609080110.html,allafrica.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T073000Z,BRICS Summit 2026 : Key likely outcomes as India drives a transformative global agenda in New Delhi,http://www.middleeaststar.com/news/279293033/brics-summit-2026-key-likely-outcomes-as-india-drives-a-transformative-global-agenda-in-new-delhi,middleeaststar.com,Syria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T064500Z,Congo extends state control over mining with bid to lock down geological data,https://whbl.com/2026/09/08/congo-extends-state-control-over-mining-with-bid-to-lock-down-geological-data/,whbl.com,United States,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T060000Z,Congo extends state control over mining with bid to lock down geological data,https://www.straitstimes.com/asia/congo-extends-state-control-over-mining-with-bid-to-lock-down-geological-data,straitstimes.com,Singapore,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T053000Z,Business : Africa richest man eyes continent largest IPO,https://www.newvision.co.ug/category/business/africas-richest-man-eyes-continents-largest-i-NV_240244_092026,newvision.co.ug,Uganda,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T043000Z,BRICS Summit 2026 : Key likely outcomes as India drives a transformative global agenda in New Delhi,https://economictimes.indiatimes.com/news/india/brics-summit-2026-key-likely-outcomes-as-india-drives-a-transformative-global-agenda-in-new-delhi/articleshow/133905594.cms,economictimes.indiatimes.com,India,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T040000Z,BRICS Summit 2026 : Key likely outcomes as India drives a transformative global agenda in New Delhi,https://aninews.in/news/world/asia/brics-summit-2026-key-likely-outcomes-as-india-drives-a-transformative-global-agenda-in-new-delhi20260908085217/,aninews.in,India,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T020000Z,Africa richest man eyes continent largest IPO,https://www.freemalaysiatoday.com/category/business/2026/09/08/africa-s-richest-man-eyes-continent-s-largest-ipo,freemalaysiatoday.com,Malaysia,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260908T003000Z,"Taipan Terkaya Afrika Buka IPO Kilang Minyak , Target Raup Rp1 , 6 Miliar dan Ajak 10 Juta Orang Jadi Pemegang Saham",https://koran-jakarta.com/2026-09-08/taipan-terkaya-afrika-buka-ipo-kilang-minyak-target-raup-rp16-miliar-dan-ajak-10-juta-orang-jadi-pemegang-saham,koran-jakarta.com,Indonesia,Indonesian,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T234500Z,Nigeria Dangote oil refinery signs IPO documents,https://www.dailymaverick.co.za/article/2026-09-07-nigerias-dangote-oil-refinery-signs-ipo-documents-before-landmark-share-sale/,dailymaverick.co.za,South Africa,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T220000Z,No emergency duty on cheap aluminium imports as the government waits for its own report,https://newswire.co.nz/2026/09/no-emergency-duty-cheap-aluminium-imports/,newswire.co.nz,New Zealand,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T191500Z,Dangote : Refineryll become world largest by 2028,https://www.vanguardngr.com/2026/09/dangote-refineryll-become-worlds-largest-by-2028/,vanguardngr.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T183000Z,Angola : Téte António souligne le nouvel élan des relations entre le pays et le Botswana,https://fr.allafrica.com/stories/202609070500.html,fr.allafrica.com,Nigeria,French,critical_minerals_peers,Botswana,SACU peer: Botswana.
2026-09-09T13:12:33Z,20260907T180000Z,Dangote Refinery Launches $1 . 4 Bn - Plus IPO in Landmark Nigerian Listing,https://chimpreports.com/dangote-refinery-launches-1-4-bn-plus-ipo-in-landmark-nigerian-listing/,chimpreports.com,Uganda,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T164500Z,"Drivers , cooks , traders can own refinery shares - Dangote",https://www.vanguardngr.com/2026/09/drivers-cooks-traders-can-own-refinery-shares-dangote/,vanguardngr.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T124500Z,Dangote calls on Africa to finance its own industrialization,https://weekendpost.co.bw/dangote-ipo-could-transform-botswanas-role-in-regional-markets/,weekendpost.co.bw,Botswana,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T124500Z,Botswana bets Billions on an energy overhaul,https://weekendpost.co.bw/botswana-bets-billions-on-an-energy-overhaul/,weekendpost.co.bw,Botswana,English,critical_minerals_peers,Botswana,SACU peer: Botswana.
2026-09-09T13:12:33Z,20260907T050000Z,Dangote Refinery listing to push NGX capitalisation above N200trn – Daily Trust,https://dailytrust.com/dangote-refinery-listing-to-push-ngx-capitalisation-above-n200trn/,dailytrust.com,Niger,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260907T040000Z,羊命不关天 - 虎嗅网,https://www.huxiu.com/article/4889055.html,huxiu.com,China,Chinese,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T180000Z,Dangote Refinery gets Nigeria regulator nod for $1 . 6bn IPO,https://www.timeslive.co.za/news/business/2026-09-06-dangote-refinery-gets-nigeria-regulators-nod-for-16bn-ipo/,timeslive.co.za,South Africa,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T174500Z,特朗普在非洲做出选择 ： 生意优先 ， 民主往后排 - 华侨网,https://www.chinesepress.com/2026/203661.html,chinesepress.com,China,Chinese,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T160000Z,Was ist jetzt los ?: Wochenrückblick KW 36 - 2026 - Aus guten Nachrichten werden schlechte ?! ,https://www.finanznachrichten.de/nachrichten-2026-09/69504925-was-ist-jetzt-los-wochenrueckblick-kw-36-2026-aus-guten-nachrichten-werden-schlechte-687.htm,finanznachrichten.de,Germany,German,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T154500Z, [ Special Topic ] 壳牌要卖掉美国 ： 乙烷便宜到没人要 ， 它还是亏了十四年,https://www.163.com/dy/article/L6698TCF051188EA.html,163.com,China,Chinese,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T071500Z,Ενέργεια : Το Ορμούζ αλλάζει τον παγκόσμιο χάρτη,https://typos.com.cy/oikonomia/energeia-to-ormouz-allazei-ton-pagkosmio-charti/,typos.com.cy,Cyprus,Greek,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260906T053000Z,Dangote Fortune Rises $3 . 3m Over Refinery IPO – Forbes,https://leadership.ng/dangotes-fortune-rises-3-3m-over-refinery-ipo-forbes/,leadership.ng,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260905T211500Z,Harta exporturilor mondiale în 2024 : ce vinde cel mai mult fiecare țară și unde se află Moldova,https://www.ziarulnational.md/harta-exporturilor-mondiale-in-2024-ce-vinde-cel-mai-mult-fiecare-tara-si-unde-se-afla-moldova/,ziarulnational.md,Moldova,Romanian,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260905T193000Z,"What kind of ancestor will you become ?, By Martin Kalungu - Banda",https://www.premiumtimesng.com/opinion/907626-what-kind-of-ancestor-will-you-become-by-martin-kalungu-banda.html,premiumtimesng.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
2026-09-09T13:12:33Z,20260905T184500Z,"Okonjo - Iweala , US Lawmakers Excited as Trump Signs Two - year Extension of AGOA – THISDAYLIVE",https://www.thisdaylive.com/2026/09/05/okonjo-iweala-us-lawmakers-excited-as-trump-signs-two-year-extension-of-agoa/,thisdaylive.com,Nigeria,English,critical_minerals_peers,,Matched the SACU-scoped query but no peer name found in title text (recall limitation -- see module docstring).
